N_Items,Capacity_W,K_Best,Instance_ID,Time_Baseline_sec,Time_Proposed_sec
1000,100,100,1,3.6644491,3.2794497
1000,100,250,1,15.6610204,17.9322009
1000,100,500,1,30.9166817,30.7149165
1000,250,100,1,24.5868523,29.6585845
1000,250,250,1,49.6172283,46.3794082
1000,250,500,1,83.7911043,80.4476828
1000,500,100,1,50.3859913,52.7807429
1000,500,250,1,90.8304957,89.4061232
1000,500,500,1,202.925333,169.8486332
